[2026-04-10 13:11:30] [INFO] Zappy Client starting...
[2026-04-10 13:11:30] [INFO] Team: team2
[2026-04-10 13:11:30] [INFO] Target Level: 8
[2026-04-10 13:11:30] [INFO] Fork enabled: yes
[2026-04-10 13:11:30] [INFO] Connecting to localhost:8674
[2026-04-10 13:11:30] [WARN] TLS: Certificate verification disabled (insecure mode)
[2026-04-10 13:11:30] [INFO] TLS context initialized successfully
[2026-04-10 13:11:30] [INFO] WebSocket: Starting connection to localhost:8674
[2026-04-10 13:11:30] [INFO] TLS handshake completed successfully
[2026-04-10 13:11:30] [INFO] WebSocket: HTTP 101 Upgrade successful
[2026-04-10 13:11:30] [INFO] WebSocket: Handshake complete, connection established
[2026-04-10 13:11:30] [INFO] Websocket connected
[2026-04-10 13:11:30] [INFO] Received bienvenue: {"type":"bienvenue","msg":"Whoa! Knock knock, whos there?"}
[2026-04-10 13:11:30] [INFO] Map size: 10x10
[2026-04-10 13:11:30] [INFO] Remaining team slots: 4
[2026-04-10 13:11:30] [INFO] Login successful! {"type":"welcome","remaining_clients":4,"map_size":{"x":10,"y":10}}
[2026-04-10 13:11:30] [INFO] Successfully logged in as team2
[2026-04-10 13:11:30] [INFO] Connected! Starting main loop...
[2026-04-10 13:11:30] [INFO] AI: Need 1 stones for next level
[2026-04-10 13:11:30] [INFO] Status: Level=1 Food=10 Forks=0
[2026-04-10 13:11:31] [INFO] AI: Need 1 stones for next level
[2026-04-10 13:11:32] [INFO] AI: Need 1 stones for next level
[2026-04-10 13:11:34] [INFO] AI: Need 1 stones for next level
[2026-04-10 13:11:34] [INFO] AI: Need 1 stones for next level
[2026-04-10 13:11:35] [INFO] AI: Need 1 stones for next level
[2026-04-10 13:11:35] [INFO] AI: Need 1 stones for next level
[2026-04-10 13:11:36] [INFO] AI: Need 1 stones for next level
[2026-04-10 13:11:36] [INFO] AI: Need 1 stones for next level
[2026-04-10 13:11:37] [INFO] AI: Need 1 stones for next level
[2026-04-10 13:11:37] [INFO] AI: Need 1 stones for next level
[2026-04-10 13:11:37] [INFO] AI: Need 1 stones for next level
[2026-04-10 13:11:38] [INFO] AI: Need 1 stones for next level
[2026-04-10 13:11:39] [INFO] AI: Need 1 stones for next level
[2026-04-10 13:11:39] [INFO] AI: Need 1 stones for next level
[2026-04-10 13:11:39] [INFO] AI: Need 1 stones for next level
[2026-04-10 13:11:40] [INFO] AI: Need 1 stones for next level
[2026-04-10 13:11:40] [INFO] Status: Level=1 Food=10 Forks=0
[2026-04-10 13:11:41] [INFO] AI: Need 1 stones for next level
[2026-04-10 13:11:41] [INFO] AI: Need 1 stones for next level
